4.05	10	98.4807753	-22.36568223
4.1	10	98.4807753	-22.85618223
4.15	10	98.4807753	-23.34668223
4.2	10	98.4807753	-23.83718223
4.25	10	98.4807753	-24.32768223
4.3	10	98.4807753	-24.81818223
4.35	10	98.4807753	-25.30868223
4.4	10	98.4807753	-25.79918223
4.45	10	98.4807753	-26.28968223
4.5	10	98.4807753	-26.78018223
4.55	10	98.4807753	-27.27068223
4.6	10	98.4807753	-27.76118223
4.65	10	98.4807753	-28.25168223
4.7	10	98.4807753	-28.74218223
4.75	10	98.4807753	-29.23268223
4.8	10	98.4807753	-29.72318223
4.85	10	98.4807753	-30.21368223
4.9	10	98.4807753	-30.70418223
4.95	10	98.4807753	-31.19468223
5	10	98.4807753	-31.68518223
5.05	10	98.4807753	-32.17568223
5.1	10	98.4807753	-32.66618223
5.15	10	98.4807753	-33.15668223
5.2	10	98.4807753	-33.64718223
5.25	10	98.4807753	-34.13768223
5.3	10	98.4807753	-34.62818223
5.35	10	98.4807753	-35.11868223
5.4	10	98.4807753	-35.60918223
5.45	10	98.4807753	-36.09968223
5.5	10	98.4807753	-36.59018223
5.55	10	98.4807753	-37.08068223
5.6	10	98.4807753	-37.57118223
5.65	10	98.4807753	-38.06168223
5.7	10	98.4807753	-38.55218223
5.75	10	98.4807753	-39.04268223
5.8	10	98.4807753	-39.53318223
5.85	10	98.4807753	-40.02368223
5.9	10	98.4807753	-40.51418223
5.95	10	98.4807753	-41.00468223
6	10	98.4807753	-41.49518223
6.05	10	98.4807753	-41.98568223
6.1	10	98.4807753	-42.47618223
6.15	10	98.4807753	-42.96668223
6.2	10	98.4807753	-43.45718223
6.25	10	98.4807753	-43.94768223
6.3	10	98.4807753	-44.43818223
6.35	10	98.4807753	-44.92868223
6.4	10	98.4807753	-45.41918223
6.45	10	98.4807753	-45.90968223
6.5	10	98.4807753	-46.40018223
6.55	10	98.4807753	-46.89068223
6.6	10	98.4807753	-47.38118223
6.65	10	98.4807753	-47.87168223
6.7	10	98.4807753	-48.36218223
6.75	10	98.4807753	-48.85268223
6.8	10	98.4807753	-49.34318223
6.85	10	98.4807753	-49.83368223
6.9	10	98.4807753	-50.32418223
6.95	10	98.4807753	-50.81468223
7	10	98.4807753	-51.30518223
7.05	10	98.4807753	-51.79568223
7.1	10	98.4807753	-52.28618223
7.15	10	98.4807753	-52.77668223
7.2	10	98.4807753	-53.26718223
7.25	10	98.4807753	-53.75768223
7.3	10	98.4807753	-54.24818223
7.35	10	98.4807753	-54.73868223
7.4	10	98.4807753	-55.22918223
7.45	10	98.4807753	-55.71968223
7.5	10	98.4807753	-56.21018223
7.55	10	98.4807753	-56.70068223
7.6	10	98.4807753	-57.19118223
7.65	10	98.4807753	-57.68168223
7.7	10	98.4807753	-58.17218223
7.75	10	98.4807753	-58.66268223
7.8	10	98.4807753	-59.15318223
7.85	10	98.4807753	-59.64368223
7.9	10	98.4807753	-60.13418223
7.95	10	98.4807753	-60.62468223
8	10	98.4807753	-61.11518223
